Ruta,Repartidor,Vehículo,Clientes
DR0051,855190,11465548,L'INDIÀ CAFETERIA
DR0051,855190,11465548,EL PORTAL VIC
DR0051,855190,11465548,EL 33
DR0051,855190,11465548,CAFETERIA CIRCUIT D'OSONA
DR0051,855190,11465548,BAR AUDITORI TEATRE CALLDETENES
DR0051,855190,11465548,BOTING JUMPING PARK
DR0051,855190,11465548,PADEL OSONA GURB
DR0051,855190,11465548,LA COVA DEL VERMUT
DR0051,855190,11465548,THE NEW ORLEANS
DR0051,855190,11465548,BAR ATLANTIDA
DR0051,855190,11465548,VIC POOL
DR0051,855190,11465548,GARBI 1 CAFET. ALIMENTACIO
DR0051,855190,11465548,CASA TEVA
DR0050,855189,11465547,COLLA GRILLATS
DR0050,855189,11465547,ELS ENLLETATS
DR0050,855189,11465547,CASANOVA DEL CASTELL
DR0050,855189,11465547,EL BISTROT DEL FIRAL
DR0050,855189,11465547,RESTAURANT CAL PAGES
DR0050,855189,11465547,PADEL INDOOR TORELLO
DR0050,855189,11465547,CASAL VILASECA
DR0050,855189,11465547,EL CASTELL DE BESORA
DR0050,855189,11465547,BAR TSE-TSE
DR0050,855189,11465547,BAR CASAL ST. VICEN#
DR0050,855189,11465547,RESTAURANT LA BISAURA
DR0050,855189,11465547,BAR RACO JUVENIL
DR0050,855189,11465547,CAFE LA PLAÇA
DR0050,855189,11465547,EL GAT BAR
DR0050,855189,11465547,CAFETERIA BUGATTI
DR0050,855189,11465547,SUPERMERCAT ROVIRA
DR0050,855189,11465547,SPORT BAR (SANT QUIRZE)
DR0050,855189,11465547,MARINA BAR
DR0050,855189,11465547,LA TAVERNA
DR0040,850084,11465546,BAR NOU
DR0040,850084,11465546,Restaurant bar Mundial
DR0040,850084,11465546,BAR WEI
DR0040,850084,11465546,CAFETERIA DULCE DALIA
DR0040,850084,11465546,BAR VILLA
DR0040,850084,11465546,NOVA OFICINA
DR0040,850084,11465546,PUB XAUXA
DR0040,850084,11465546,BAR LES VOLTES
DR0040,850084,11465546,BAR LA PARADA
DR0040,850084,11465546,BAR KOALA
DR0040,850084,11465546,IL PICCOLO BIONDO
DR0054,855205,11465545,Els Angelets de Sobrevia
DR0054,855205,11465545,BAR ELS ESTUDIS
DR0054,855205,11465545,RESTAURANT CAL XORIGUER
DR0054,855205,11465545,RESTAURANT LA FERRERIA
DR0054,855205,11465545,INDIA ''ESCLAT''
DR0054,855205,11465545,BODEGA CAPDEVILA
DR0054,855205,11465545,"BAR CAN TON, S.C.P"
DR0054,855205,11465545,ESCOLA D'HOSTALERIA D'OSONA
DR0016,850001,11465573,BAR RESTAURANTE CAL DAVID
DR0016,850001,11465573,FORN LA CARMEN
DR0016,850001,11465573,BAR TAST GRANOLLERS
DR0016,850001,11465573,IMPERIAL
DR0016,850001,11465573,GRANA BAR BY DUMAS
DR0016,850001,11465573,BAR LA CANTINA
DR0016,850001,11465573,RESTAURANTE VII
DR0016,850001,11465573,INDOORWALL GRANOLLERS
DR0016,850001,11465573,BAR LAS TAPAS
DR0016,850001,11465573,BAR XEICA
DR0016,850001,11465573,EL RACO DE LA VIKI
DR0016,850001,11465573,RESTAURANTE EL FOGON
DR0016,850001,11465573,BAR LA PRADERA
DR0038,850011,11465572,CAFE LEO
DR0038,850011,11465572,EL GLAM MOMENTS
DR0038,850011,11465572,PADEL INDOOR GRANOLLERS
DR0038,850011,11465572,PAPUA COLL DE LA MANYA
DR0038,850011,11465572,CASA CHUECOS
DR0038,850011,11465572,CA LA SETE
DR0038,850011,11465572,HOTEL CIUTAT DE GRANOLLERS
DR0011,850009,11465571,CARNICERIA RODRIGUEZ
DR0011,850009,11465571,Bar Restaurante L'Arpa
DR0011,850009,11465571,Bar Els 4 Vents
DR0011,850009,11465571,Casal Avis Extremadura
DR0011,850009,11465571,LA TASKA DE CARMEN
DR0011,850009,11465571,BAR LA PLAÇA LES FRANQUESES
DR0011,850009,11465571,FLECA BRETCHA (HOSPITAL)
DR0011,850009,11465571,RSTE. MESON BELLAVISTA
DR0011,850009,11465571,FLECA BRETCHA (CORRO D'AVALL)
DR0011,850009,11465571,CAFETERIA DEGUSTACION LA CANTONADA
DR0011,850009,11465571,BAR LA CAVERNA
DR0011,850009,11465571,FLECA P.BRETCHA (BELLAVISTA)
DR0011,850009,11465571,BAR MERINO
DR0011,850009,11465571,BAR MIRADOR
DR0011,850009,11465571,BAR CAN MOI
DR0011,850009,11465571,BAR ALASKA
DR0011,850009,11465571,RESTAURANTE RAMASSA
DR0006,850006,11465550,FUSSION
DR0006,850006,11465550,CAL TAPA GASTROBAR
DR0006,850006,11465550,PITAPES BERENGUER
DR0006,850006,11465550,BAR KARAI
DR0006,850006,11465550,RECO DE LAURA
DR0006,850006,11465550,BAR GRANADA
DR0006,850006,11465550,FRANKFURT MOLLET SL
DR0006,850006,11465550,LA BODEGUETA DE MOLLET
DR0006,850006,11465550,CANTINA RENFE SANT FOST
DR0006,850006,11465550,XURRERIA
DR0006,850006,11465550,EL GARBI BAR
DR0006,850006,11465550,LA TASCA BAR
DR0006,850006,11465550,VENECIA BAR
DR0017,850018,11465577,Molletveer
DR0017,850018,11465577,BAR ESPERANZA
DR0017,850018,11465577,SOL Y LUNA
DR0017,850018,11465577,Bar la Cantonada
DR0017,850018,11465577,CASA MAURA
DR0017,850018,11465577,TREBOL CERVECERIA
DR0017,850018,11465577,NOVA PALMERA
DR0017,850018,11465577,Bar restaurante Nacha
DR0017,850018,11465577,BAR DE TAPES
DR0017,850018,11465577,CACHITO PAN
DR0017,850018,11465577,BAR LA BONA SORT ( CAN BORELL )
DR0017,850018,11465577,CERVESERIA CIUTAT
DR0017,850018,11465577,BAR CAN BORRELL
DR0017,850018,11465577,NOU CAPRICCIO
DR0017,850018,11465577,ZAMORA BAR
DR0017,850018,11465577,FORN DE PA EMY
DR0017,850018,11465577,RIVOLI CERVECERIA
DR0017,850018,11465577,XARRUP BAR
DR0017,850018,11465577,HOMER BAR GRANJA
DR0032,850014,11465576,BAR LA PETRA II
DR0032,850014,11465576,REST. EL PASO
DR0032,850014,11465576,FRANFURT 151
DR0032,850014,11465576,EL GRILLAT
DR0032,850014,11465576,DIVERSUS GASTRONOMIA
DR0032,850014,11465576,RSTE. LA GRUILLA
DR0032,850014,11465576,BAR NADAL
DR0032,850014,11465576,RSTE. LA PAGESA
DR0032,850014,11465576,BAR CAFETERIA EL TAST
DR0032,850014,11465576,GRANJA D'EN PEP
DR0032,850014,11465576,GRANJA BAR EL MASET
DR0023,850013,11465575,BAR BRICOLAJE DEPOT
DR0023,850013,11465575,OH LA LA
DR0023,850013,11465575,DISTRIBUIDORA DE PRODUCTOS NATURALE
DR0023,850013,11465575,CLUB PETANCA PARETS
DR0023,850013,11465575,CTRO.ELS TIL.LERS
DR0023,850013,11465575,LLEVANTPARK SL
DR0023,850013,11465575,BAR LA CANTONADA
DR0010,850010,11465595,EVA RESTAURANT
DR0010,850010,11465595,HOLA K TAL
DR0010,850010,11465595,Bar Castillo
DR0010,850010,11465595,BAR NIKOL
DR0010,850010,11465595,ALHAMBRA 57
DR0010,850010,11465595,EXTREMEÑOS BAR
DR0010,850010,11465595,LA GRANJA
DR0010,850010,11465595,BAR LOS CAZADORES
DR0010,850010,11465595,LA BELLA CALABRIA - PIZZERIA RESTAU
DR0010,850010,11465595,PAQUI FORN DE PA
DR0010,850010,11465595,LA PINYA BAR
DR0010,850010,11465595,RTE CHINO TA HAO MEN
DR0010,850010,11465595,BRACAFE
DR0010,850010,11465595,PARAISO BAR
DR0010,850010,11465595,Bar El Parque
DR0001,850012,11465599,BAR LINARES
DR0001,850012,11465599,JJ BAR
DR0001,850012,11465599,LOS CUESTAS
DR0001,850012,11465599,LA BONA TECA
DR0001,850012,11465599,BAR LA CUCA
DR0001,850012,11465599,BODEGA CAMELOT
DR0031,850021,11465598,CHURROS CRUZ
DR0031,850021,11465598,WOOD & COFFEE
DR0031,850021,11465598,AMBIGU
DR0031,850021,11465598,LA BRUIXETA
DR0031,850021,11465598,EL MORDISKITO MONTORNES
DR0031,850021,11465598,PASTELERIA CAFETERIA ELENA
DR0031,850021,11465598,CAFETERIA GRANJA LA CREPE
DR0031,850021,11465598,BAR ISLA CRISTINA
DR0031,850021,11465598,BAR MAJOR 47
DR0031,850021,11465598,GRANJA SANTIAGO
DR0031,850021,11465598,BAR SALON DEPORTIVO
DR0031,850021,11465598,RTE. CA LA POLI
DR0031,850021,11465598,SUPERMERCAT MAJOR
DR0031,850021,11465598,BAR 28
DR0045,850000,11468623,FOOD TRUCK
DR0040,850084,11469805,RESTAURANT NOU PAMPLONA HIGIENE
DR0040,850084,11469805,BAR STACJA PL
DR0040,850084,11469805,EL PERNILER
DR0040,850084,11469805,BAR ÑAM LLODO
DR0040,850084,11469805,AURIAL PADEL
DR0040,850084,11469805,CAL OCELLAIRES
DR0040,850084,11469805,CASAL DE LA GENT GRAN
DR0040,850084,11469805,BAR SANTA ANNA
DR0040,850084,11469805,ALOE
DR0040,850084,11469805,BAR PRIEGO
DR0040,850084,11469805,SAKURA II
DR0040,850084,11469805,FORN ESTADI
DR0040,850084,11469805,VINS I BEGUDES REMEI
DR0040,850084,11469805,PARENTHESIS
DR0040,850084,11469805,GARBI 1 CAFET. ALIMENTACIO
DR0040,850084,11469805,GUSTUM AREAS 2 (GIRONA-LLEIDA)
DR0051,855190,11469804,BAR DE LA BENZINERA HIGIENE
DR0051,855190,11469804,RESTAURANT CASA MEXICO
DR0051,855190,11469804,EL BART
DR0051,855190,11469804,BAR BIG BAO
DR0051,855190,11469804,BAR CA LA LAURA
DR0051,855190,11469804,BAR DE LA BENZINERA
DR0051,855190,11469804,CASINO DE VIC
DR0051,855190,11469804,INSOLIT
DR0051,855190,11469804,EL CALIU RESTAURANT (VIC)
DR0051,855190,11469804,SNACK (VIC)
DR0051,855190,11469804,RESTAURANT NOU PAMPLONA
DR0054,855205,11469803,Restaurant Fussimanya
DR0054,855205,11469803,CAN JANOT RESTAURANT
DR0054,855205,11469803,CASANOVA DEL CASTELL
DR0054,855205,11469803,BAR LA MOSSEGADA
DR0054,855205,11469803,BAR SANT SEBASTIA
DR0054,855205,11469803,BAR RESTAURANT THIANA
DR0054,855205,11469803,E.S. RODA ( BOTIGA )
DR0054,855205,11469803,BAR ESTACIO SERVEI FEIXES AULET ROD
DR0054,855205,11469803,BAR NOU
DR0054,855205,11469803,FONDA URGELL
DR0054,855205,11469803,ESCOLA D'HOSTALERIA D'OSONA
DR0050,855189,11469802,Restaurant L'Arumí
DR0050,855189,11469802,BAR EL TUPÍ
DR0050,855189,11469802,BAR PAVELLO ST JULIA VILATORTA
DR0050,855189,11469802,LA NOVA LLIMA
DR0050,855189,11469802,PASTISSERIA CROSSANDRA
DR0050,855189,11469802,COCA DEL MOSSEN
DR0050,855189,11469802,LA COCA DE FOLGUEROLES
DR0050,855189,11469802,LA PIZZETA
DR0050,855189,11469802,BAR KARNAK
DR0050,855189,11469802,SUKIPA
DR0050,855189,11469802,MAS L' ALBAREDA
DR0050,855189,11469802,L'ESPAI RESTAURANT
DR0050,855189,11469802,EL RECO D'EN PERE
DR0050,855189,11469802,RESTAURANT EL ROSER
DR0052,855184,11469801,BAR UE VIC
DR0052,855184,11469801,"AGROBOTIGA RODA, SL"
DR0052,855184,11469801,CELLER CALLDETENES
DR0040,850084,11469805,ENTREPA I PA
DR0023,850013,11469830,RSTE. L'OLIVE
DR0023,850013,11469830,Bar 20 PA K
DR0023,850013,11469830,Bar Restaurant Tres Roses
DR0023,850013,11469830,BAR LA ESQUINITA
DR0023,850013,11469830,VERMUTERIA Y TAPERIA CAMACHO
DR0023,850013,11469830,COREFO (BAR)
DR0023,850013,11469830,PASTISSERIA JOAN
DR0023,850013,11469830,BONATAPA
DR0023,850013,11469830,THE JOSE'S BAR PARETS
DR0023,850013,11469830,BAR FRANKFURT INSBRUCK
DR0023,850013,11469830,LA NORIA BAKERY
DR0023,850013,11469830,LA PERGOLA
DR0023,850013,11469830,BAR LOS GALLEGOS
DR0001,850012,11469829,SUSHI HE GRANOLLERS
DR0001,850012,11469828,RESTAURANTE SIBLINGS
DR0001,850012,11469828,BAR STARS
DR0001,850012,11469828,CAMPO FUTBOL PARETS
DR0001,850012,11469828,CAN LITU'S
DR0001,850012,11469828,BAR RESTAURANT LA PLAÇA
DR0001,850012,11469828,FRANKFURT LASA
DR0001,850012,11469828,RSTE. EL JARDI
DR0027,850004,11469827,BRUNCH 4.12 MUSIC
DR0027,850004,11469827,412 COFFEE BEER
DR0027,850004,11469827,RACÓ DE SANT FOST
DR0027,850004,11469827,RESTAURANTE INJA
DR0027,850004,11469827,CAFETERIA ANGELA
DR0027,850004,11469827,"PITAPES CALDERI 3 BRANQUES VALLES ,"
DR0027,850004,11469827,CRISTINA BAR
DR0027,850004,11469827,CAN SALA
DR0027,850004,11469827,CAL TETE SANT FOST
DR0031,850021,11469826,Venecia
DR0031,850021,11469826,Bar Refugio
DR0031,850021,11469826,PIZZERIA MAYOR
DR0031,850021,11469826,TAPETES BAR
DR0031,850021,11469826,HOSTAL SERRA
DR0031,850021,11469826,BAR BOTE
DR0031,850021,11469826,CAFETERIA ZURICH
DR0031,850021,11469826,BAR MARIA
DR0031,850021,11469826,PEPE.COM
DR0031,850021,11469826,BAR PLAZA GRAN
DR0031,850021,11469826,BAR EL GARAJE
DR0006,850006,11469860,BAR CA LA XIANG
DR0006,850006,11469860,Pool
DR0006,850006,11469860,PUNT DE TROBADA
DR0006,850006,11469860,BAR DE TAPES
DR0006,850006,11469860,BAR ALEBRIJES
DR0006,850006,11469860,RACO DEL SEMI CACHOPO
DR0006,850006,11469860,BAR CHAMPANILLO
DR0006,850006,11469860,BAR DE L?ILLA
DR0006,850006,11469860,BAR FRAYMAN
DR0006,850006,11469860,NUEVO VITORINO
DR0006,850006,11469860,PALENTINO BAR
DR0006,850006,11469860,PEKIN RESTAURANT
DR0006,850006,11469860,CAFETERIA ESCLAT
DR0006,850006,11469860,RSTE. YOLANDA
DR0006,850006,11469860,BK MOLLET
DR0017,850018,11469864,LA VERMUTERIA
DR0017,850018,11469864,KAPHIY BRUNCH
DR0017,850018,11469864,TENTACION II
DR0017,850018,11469864,HOPS
DR0017,850018,11469864,CAL DIBUIXANT
DR0017,850018,11469864,BAR NIKOL
DR0017,850018,11469864,BAR TABERNA PARAISO RIM
DR0017,850018,11469864,LA BODEGUETA DE MOLLET
DR0017,850018,11469864,BAR EBANO
DR0017,850018,11469864,ORRIOLS FORN DE PA
DR0017,850018,11469864,JULIS BAR
DR0017,850018,11469864,MARFA BAR
DR0017,850018,11469864,CORDOBES BAR
DR0017,850018,11469864,EUROPA BAR
DR0017,850018,11469864,TENTACION BAR (2007)
DR0017,850018,11469864,MARIETA RESTAURANT
DR0017,850018,11469864,SABOR MANABITA (COSTAVERDE)
DR0017,850018,11469862,BAR CAN BORRELL
DR0017,850018,11469864,GRACIELA PANADERIA-CAFETERIA
DR0016,850001,11469870,CAFETERIA LA CANTONADA
DR0016,850001,11469870,BAR XARANA GRANOLLERS
DR0016,850001,11469870,TROBADA
DR0016,850001,11469870,EL SAZON DE ROSARIO
DR0016,850001,11469870,CAL JOAN
DR0016,850001,11469870,BAR ZHOU
DR0016,850001,11469870,DONNER POMPEU FABRA
DR0016,850001,11469870,BAR NEVADA II
DR0016,850001,11469870,KARMA´S
DR0016,850001,11469870,BAR MILANA BRASERIA
DR0016,850001,11469870,CAFETERIA FORN LA FLAIRE
DR0016,850001,11469870,BAR RESTAURANTE MERLY´S
DR0016,850001,11469870,BAR RESTAURANT TROYA
DR0016,850001,11469870,BAR LA RAMBLA
DR0016,850001,11469870,RESTAURANTE MINT
DR0016,850001,11469870,EL RACO DE LES MORERES
DR0016,850001,11469870,CASA CHUECOS
DR0016,850001,11469870,BAR EL RECONET
DR0016,850001,11469870,PUNTO
DR0016,850001,11469870,BAR RESTAURANT PAVEPIC
DR0016,850001,11469870,RESTAURANTE MELARA
DR0016,850001,11469870,RSTE. PEIX D'OR
DR0016,850001,11469870,LA BAGUETINA
DR0010,850010,11469869,CASA TOI
DR0010,850010,11469869,BAR RESTAURANTE A PICOS
DR0010,850010,11469869,BONA TAPA
DR0010,850010,11469869,Casal Avis Extremadura
DR0010,850010,11469869,MUSIC CLUB RADIKAL
DR0010,850010,11469869,RESTAURANTE XAP
DR0010,850010,11469869,BAR CAFETERIA LOS DOS 961
DR0010,850010,11469869,FORNO DI CAFFE VIVALDI
DR0010,850010,11469869,LA PLANCHA ÑAM ÑAM
DR0010,850010,11469869,BAR INDELALBA
DR0010,850010,11469869,BAR SAN ANTONIO
DR0010,850010,11469869,CAFETERIA JALEY
DR0010,850010,11469869,BAR JUAQUIN
DR0010,850010,11469869,FRANKFURT JAVIS II
DR0010,850010,11469869,PUB EVENING
DR0010,850010,11469869,LES GARGOLES DEL NORD
DR0010,850010,11469869,COFFEE YAGUNA
DR0011,850009,11469868,DESEO
DR0011,850009,11469868,PECADOS
DR0011,850009,11469868,PURE COFFEE
DR0011,850009,11469868,TABATA
DR0011,850009,11469868,LA GRANJA ( DEGUSTACIO )
DR0011,850009,11469868,PA TONET
DR0011,850009,11469868,LA CAMPERIA
DR0011,850009,11469868,CAL JIJONERO
DR0011,850009,11469868,RESTAURANT EL CISNE
DR0011,850009,11469868,TAPES
DR0011,850009,11469868,PITAPES RESTAURANT GRANOLLES
DR0011,850009,11469868,BAR LA LOLA
DR0011,850009,11469868,EL MIRALLET
DR0011,850009,11469868,CAFE SANT ROC
DR0011,850009,11469868,CAFE DE LA CORONA
DR0011,850009,11469868,CASA FONDA EUROPA
DR0032,850014,11469941,MESON 20 P KA
DR0032,850014,11469941,CAFETERIA LONDONET
DR0032,850014,11469941,CLUB CAL ARTIGUES
DR0032,850014,11469941,CAN SANO
DR0032,850014,11469941,EL TIRO DE GRANOLLERS
DR0032,850014,11469941,BAR SERRA LLIÇA
DR0032,850014,11469941,EL RACO DE LA PETRA
DR0032,850014,11469941,TRIVI´S BAR
DR0032,850014,11469941,CHACHI'S BAR
DR0032,850014,11469941,BAR PAREDES 5
DR0001,850012,11470137,BAR RESTAURANT LA PLAÇA
DA0216,855203,11470448,DOLC I SALAT MATARO
DA0216,855203,11470448,Bar Gat Negre
DA0216,855203,11470448,FRANKFURT REITER
DA0216,855203,11470448,HOSTAL CAL XIC
DA0216,855203,11470448,ELS PAGESOS
DA0216,855203,11470448,AIRE
DA0216,855203,11470448,EL 9 LLAC
DA0216,855203,11470448,BAR PETIT
DA0216,855203,11470448,Dolç i Salat Cuba
DA0216,855203,11470448,BAR CASAL CAMPRODON
DA0216,855203,11470448,B-VIKY
DR0045,850000,11470447,"PITAPES CALDERI 3 BRANQUES VALLES ,"
DR0045,850000,11470447,BAR CAN JULI
DR0045,850000,11470447,BAR ISLA CRISTINA
DR0045,850000,11470447,Bar Tapas Bike
DR0045,850000,11470447,DISTRIDAM
DR0045,850000,11470447,IVAN QUESADA MARTINEZ
DR0045,850000,11470447,CRISTIAN LORENTE AINAUD
DR0045,850000,11472560,BOKAO
DR0045,850000,11472656,Bar Castillo
DR0045,850000,11472656,SERGIO MORENO LIEBANA
DR0045,850000,11472656,EZEQUIEL GUARDIOLA DOÑA
DR0045,850000,11472724,CASAL AVIS MASIA CAN CARRANCA JUNTA
DR0045,850000,11472738,RESTAURANT NOU PAMPLONA
DR0045,850000,11472838,BAR  EL NOU TUNEL
DA0216,855203,11470448,Hotel Solana Del Ter
DR0045,850000,11470447,AAVV SANTA ROSA
DR0001,850012,11473038,BONATAPA
DR0001,850012,11473038,RESTAURANTE SIBLINGS
DR0017,850018,11474356,COLLA DELS TORRATS
DR0045,850000,11473554,JULIO ALEJANDRO SANCHEZ FERNANDEZ
DR0045,850000,11473759,VENECIA BAR
DR0054,855205,11473820,Bar Tissana
DR0054,855205,11473820,HOSPITAL DE MANLLEU CUINA
DR0054,855205,11473820,BAR OLIVEDA
DR0054,855205,11473820,COMERCIAL F.LEIVA
DR0052,855184,11473819,LLAVORS I CEREALS FONT
DR0052,855184,11473818,HOSPITAL DE VIC CUINA
DR0052,855184,11473818,HOSPITAL DE VIC CAFETERIA
DR0052,855184,11473818,DROGUERIA JUNYENT
DR0050,855189,11473931,Latitud 42
DR0050,855189,11473931,BAR DOBLE Z
DR0050,855189,11473931,CASAL GENT GRAN ST.VICENÇ TORELLO
DR0050,855189,11473931,BAR MONTSERRAT
DR0050,855189,11473931,BAR RACO JUVENIL
DR0050,855189,11473931,FORN PUJADES
DR0050,855189,11473931,BAR EL CASAL
DR0050,855189,11473931,BAR XANIA
DR0050,855189,11473931,FONDA VILASECA
DR0050,855189,11473931,PENSIO EL TREVOL
DR0050,855189,11473931,CA L'ANGEL BAR
DR0050,855189,11473931,PRIMER EXPRESS
DR0040,850084,11473933,IBERICUS CENTRAL
DR0040,850084,11473932,IBERICUS CENTRAL
DR0040,850084,11473932,FELIUBADALO
DR0040,850084,11473932,ESTANCO MONTCADA
DR0006,850006,11473936,BAR CA LA XIANG
DR0006,850006,11473936,BAR ESPERANZA
DR0006,850006,11473936,BAR GALICIA
DR0006,850006,11473936,BAR NOMAD
DR0006,850006,11473936,EXTREMEÑOS BAR
DR0006,850006,11473936,LA GAMBA BAR
DR0010,850010,11474031,SUSHI HE GRANOLLERS
DR0017,850018,11474030,EL RACO DEL MERCAT
DR0017,850018,11474030,RECO DE LAURA
DR0017,850018,11474030,BAR GRANADA
DR0017,850018,11474030,MONTSENY GRANJA BAR
DR0017,850018,11474030,ESTUDIANTIL BAR
DR0017,850018,11474030,CAN RAJOLER
DR0017,850018,11474030,MANEL BAR
DR0017,850018,11474030,EL GARBI BAR
DR0017,850018,11474030,VENECIA BAR
DR0023,850013,11474039,DAHLIA PASTISSERIA
DR0023,850013,11474039,RESTAURANTE EUROPEO CONGOST
DR0023,850013,11474039,RESTAURANT BRUNCH
DR0023,850013,11474039,RSTE. L'OLIVE
DR0023,850013,11474039,LLEVANTPARK SL
DR0023,850013,11474039,BAR SAGITARIO
DR0027,850004,11474053,FORN VALERO
DR0027,850004,11474053,RAIGUER III
DR0027,850004,11474053,GRANJA VINALLONGA
DR0027,850004,11474053,SANLUQUEÑOS BAR
DR0027,850004,11474053,BAR LA TACITA
DR0027,850004,11474053,RESTAURANTE MARCOS
DR0051,855190,11474059,Llegums Cuits Cal Marcel·lí
DR0051,855190,11474059,Bagel Coffee
DR0051,855190,11474059,AREA VIC BP
DR0051,855190,11474059,TKBNA
DR0051,855190,11474059,CAFETERIA SANT TOMÀS
DR0051,855190,11474059,"PULIT, S.A"
DR0051,855190,11474059,PANADERIA GRANIER
DR0051,855190,11474059,RESTAURANT ELS PERNILS
DR0051,855190,11474059,ZONA DIESEL
DR0051,855190,11474059,"CAF# DE LES LLETRES, S.C.P"
DR0051,855190,11474059,FORN DEL CARME
DR0051,855190,11474059,FORN CATALUNYA
DR0051,855190,11474059,FORN PUJOLS
DR0051,855190,11474059,"MINI BRINDIS, BAR"
DR0051,855190,11474059,CANTABRIA RESTAURANT
DR0051,855190,11474059,EL CAPUTXI
DR0016,850001,11474080,RESTAURANT NOU CAP MANY
DR0016,850001,11474080,GRANBARA
DR0016,850001,11474080,EL TIRO DE GRANOLLERS
DR0016,850001,11474080,PADEL INDOOR GRANOLLERS
DR0016,850001,11474080,UBOX 2015
DR0016,850001,11474080,RESTAURANTE PALOU
DR0016,850001,11474080,CAFE#L'ESTONA
DR0016,850001,11474080,CA LA SETE
DR0016,850001,11474080,BAR MALENO II
DR0010,850010,11474079,EL MENÚ
DR0010,850010,11474079,TROBADA
DR0010,850010,11474079,BAR RESTAURANTE MERLY´S
DR0010,850010,11474079,EL RACO DE LES MORERES
DR0010,850010,11474079,HOTEL ATENEA VALLES
DR0010,850010,11474079,BAR LA GRALLA
DR0010,850010,11474079,"L,ESTACIO DE SERVEI"
DR0001,850012,11474078,La Sala
DR0001,850012,11474078,BAR LA PETRA II
DR0001,850012,11474078,PADELIN
DR0001,850012,11474078,BAR PARC DEL TENES
DR0001,850012,11474078,RINCON DEL DUENDE
DR0001,850012,11474078,RESTAURANTE MERITXELL
DR0001,850012,11474078,RSTE. LA PAGESA
DA0216,855203,11474094,B-VIKY
DA0216,855203,11474094,DIR SANT CUGAT
DA0216,855203,11474094,EXTREMEÑOS BAR
DA0216,855203,11474094,EL DEHESA
DR0027,850004,11474157,BAR JALEY BAKERY
DR0017,850018,11474356,COLLA DELS MORATS
DR0045,850000,11474355,RAUL MOLIST SANZ
DR0045,850000,11474355,GUERMAN KAZANNIKOV KAZANNIKOV
DR0045,850000,11477940,RESTAURANT NOU PAMPLONA
DA0216,855203,11480024,Club Tennis Barcino
DR0054,855205,11480077,BAR DE LA BENZINERA HIGIENE
DR0054,855205,11480077,LLAR JUVENIL
DR0054,855205,11480077,BAR DE LA BENZINERA
DR0054,855205,11480077,"AGROBOTIGA RODA, SL"
DR0054,855205,11480077,ALOE
DR0054,855205,11480077,BAR SOL NOU
DR0054,855205,11480077,E.S. RODA ( BOTIGA )
DR0054,855205,11480077,BAR ESTACIO SERVEI FEIXES AULET ROD
DR0054,855205,11480077,FORN DE PA EL REMEI
DR0054,855205,11480077,BAR LA PISTA
DR0054,855205,11480077,FUSSIMANYA ESTADI
DR0050,855189,11480076,EL REBOST DE L'ISABEL
DR0050,855189,11480076,BAR NO HO SE
DR0050,855189,11480076,BAR COOPERATIVA
DR0050,855189,11480076,BAR PUNT DE TROBADA
DR0050,855189,11480076,FERRO
DR0050,855189,11480076,FORN ANTIGA CASA PRAT
DR0050,855189,11480076,KBCIK
DR0050,855189,11480076,BAR TORNEM-HI
DR0050,855189,11480076,SUPERMERCAT ROVIRA
DR0050,855189,11480076,DCAFE
DR0050,855189,11480076,BAR XICRA
DR0050,855189,11480076,LA TAVERNA
DR0017,850018,11480392,RENFE NORD CANTINA
DR0017,850018,11480392,BAR CRISTASOL  (Kebab Esquina)
DR0017,850018,11480392,RACO DEL SEMI CACHOPO
DR0017,850018,11480392,PITAPES BERENGUER
DR0017,850018,11480392,TINO FRANKFURT
DR0017,850018,11480392,"PITAPES CALDERI 3 BRANQUES VALLES ,"
DR0017,850018,11480392,ANDALUCIA BAR RTE.(C.11 SETEMBRE)
DR0017,850018,11480392,EUREST COLECTIVIDADES (MERCK)
DR0006,850006,11480391,Molletveer
DR0006,850006,11480391,BAR ESPERANZA
DR0006,850006,11480391,KAPHIY BRUNCH
DR0006,850006,11480391,XURRERIA CAFETERIA GARBER
DR0006,850006,11480391,BAR RESTAURANTE FRETES
DR0006,850006,11480391,BROTHERS
DR0006,850006,11480391,MAFALDA
DR0006,850006,11480391,GRACIELA PANADERIA-CAFETERIA
DR0006,850006,11480391,FAMILY GRANJA BAR
DR0006,850006,11480391,CAFETERIA ESCLAT
DR0006,850006,11480391,LA GAMBA BAR
DR0006,850006,11480391,CAFETERIA TAHOMA
DR0032,850014,11480080,GRANJA Ca LA MARÍA
DR0032,850014,11480080,MESON 20 P KA
DR0032,850014,11480080,CULTURAL LA FABRICA
DR0032,850014,11480080,BAR TOLIN
DR0032,850014,11480080,BAR SERRA LLIÇA
DR0032,850014,11480080,BAR LA GRANJA
DR0032,850014,11480080,EL RACO DE LA PETRA
DR0032,850014,11480080,TRIVI´S BAR
DR0032,850014,11480080,BAR CA LA MARI
DR0023,850013,11480079,BAR COCO
DR0023,850013,11480079,VIKELS
DR0023,850013,11480079,La Tasca
DR0023,850013,11480079,BAR LOS EXTREMEÑOS
DR0023,850013,11480079,LA PERGOLA
DR0023,850013,11480079,CAF# PARIS
DR0023,850013,11480079,FRANKFURT SANTA MARTA
DR0023,850013,11480079,BAR LOS GALLEGOS
DR0023,850013,11480079,BAR LAS COLUMNAS
